Date|Code|Type|Sec. Num|Price|Local IS|Local CP|Local PF|Local IB|Local ID|Local MF|Local SC|Local FD|Local OT|Total|Foreign IS|Foreign CP|Foreign PF|Foreign IB|Foreign ID|Foreign MF|Foreign SC|Foreign FD|Foreign OT|Total
30-APR-2026|AKPI|EQUITY|612248000|540|4000|146213173|0|2|100202504|17500|2122|0|0|246439301|0|33|34|82368|638903|0|94400|0|10000|825738
30-APR-2026|AKRA|EQUITY|20073474600|1580|853541300|3449088100|144655200|5000000|777165385|454372884|5650487|27862825|1568800|5718904981|35431200|113712850|920737937|493180328|5440500|1919488922|127556407|8217300|1019175075|4642940519
30-APR-2026|AKSI|EQUITY|720000000|332|0|6486844|0|0|50841656|0|0|0|0|57328500|0|0|0|163200|46500|0|300|0|0|210000
30-APR-2026|ALDO|EQUITY|2700713744|600|0|1959306332|0|0|740754686|0|82|0|0|2700061100|0|12|0|651432|1200|0|0|0|0|652644
30-APR-2026|ALII|EQUITY|15825800000|980|0|5332526200|0|0|536936810|0|500000|0|0|5869963010|0|7002579550|0|9005500|341116600|2600869340|2266000|0|0|9955836990
30-APR-2026|ALKA|EQUITY|507665055|625|0|14390500|0|77500|49272505|0|21200|0|0|63761705|0|0|0|358600|2631923|0|100|0|0|2990623
30-APR-2026|ALMI|EQUITY|3816000000|74|0|97045340|0|0|47006400|0|303000|0|0|144354740|0|0|0|32818700|725800|0|1604500|0|0|35149000
30-APR-2026|ALTO|EQUITY|2191870558|18|0|1371844916|0|0|577065024|0|229039618|0|0|2177949558|0|0|0|7560100|11000|0|6098400|0|0|13669500
30-APR-2026|AMAG|EQUITY|5001552516|432|55806100|191754821|210019533|388000000|34513196|0|23887500|0|0|903981150|0|5413700|0|2736300|7759400|2066800|78186000|0|100000|96262200
30-APR-2026|AMAN|EQUITY|3873500000|256|0|100|0|0|578172300|0|0|0|0|578172400|0|2679700|0|2877100|1000|0|1269800|0|0|6827600
30-APR-2026|AMAR|EQUITY|18381094760|198|0|1269675060|0|367421455|432782374|0|511|176|0|2069879576|0|14871331344|0|1205409904|395803|19095238|30350620|0|821275|16127404184
30-APR-2026|AMFG|EQUITY|434000000|3170|23500|13621282|0|0|35107500|28600|35076|0|0|48815958|114800|20496642|162700|2539400|385800|145300|12584600|76900|217400|36723542
30-APR-2026|AMIN|EQUITY|1080000000|250|0|0|0|0|81601700|0|0|0|0|81601700|0|17438300|0|2873900|235164500|0|12121600|0|0|267598300
30-APR-2026|AMMN|EQUITY|72518217656|5100|236713567|59578627051|26392400|0|1232582685|162595625|237309030|3061100|200000|61477481458|62316347|6307682037|532285818|711921629|1941400|2522083797|163368036|4548700|734588434|11040736198
30-APR-2026|AMMS|EQUITY|1235296802|392|0|361125331|0|0|241994685|0|219|38|0|603120273|0|630001529|0|823500|409500|0|942000|0|0|632176529
30-APR-2026|AMOR|EQUITY|2222222400|354|8499300|352426400|0|0|478164100|0|30646200|0|0|869736000|10730454|0|0|1343700|3204200|1088100|1280100|0|719846|18366400
30-APR-2026|AMRT|EQUITY|41524501700|1320|296937200|23169715734|45915700|0|3903280990|271654915|1404331|7660900|0|27696569770|66485834|4185270350|1895124513|525802728|1595500|5582869137|150855351|9808500|1410120017|13827931930
30-APR-2026|ANDI|EQUITY|9350000000|25|20585655|817454313|563700|0|2574116154|1017794267|266762173|110879|26|4697387167|0|0|0|5100|2555933|0|21800|0|0|2582833
30-APR-2026|ANJT|EQUITY|3354175000|1815|0|82936505|0|0|53290181|100|0|0|0|136226786|0|3217218477|0|173800|247937|0|308000|0|0|3217948214
30-APR-2026|ANTM|EQUITY|24030764725|3740|833188415|72960601|142292811|3500012|1814632162|907868335|10400160|22175599|799667|3807817762|120438140|170648747|968321225|591143628|5130598|1959591599|74579081|85907300|589767787|4565528105
30-APR-2026|APEX|EQUITY|3546466661|202|0|1287839554|0|0|952680913|0|61748039|0|0|2302268506|0|309324799|0|85248130|87467|0|771824087|0|0|1166484483
30-APR-2026|APIC|EQUITY|11766313488|1895|125596000|8243849054|86328700|0|547436868|442464275|655902025|0|0|10101576922|6068800|564604013|83516429|387565177|250|88748276|2867348|0|531366273|1664736566
30-APR-2026|APII|EQUITY|1075760000|193|0|1755200|0|0|55628300|0|0|0|0|57383500|0|0|0|2433500|36757300|0|35078700|0|142971000|217240500
30-APR-2026|APLI|EQUITY|1362671400|232|0|216741400|0|0|544977000|0|165000|0|0|761883400|0|0|0|113300|85000|0|488700|0|0|687000
30-APR-2026|APLN|EQUITY|22699326779|210|5283600|19033760198|1370000|0|3194577416|0|152820|700000|390000|22236234034|0|16575352|0|415836893|3068300|80200|22945400|0|4586600|463092745
30-APR-2026|APOL|EQUITY|16452282461|0|0|647104480|1400000|0|775297451|0|93299020|14088335|575800|1531765086|0|2653784186|0|1180647657|8159700|13668011|1410754020|0|71000000|5338013574
30-APR-2026|ARCI|EQUITY|25235000000|1550|676981400|21282377677|108572300|0|1197708423|401587986|572951182|9239200|1651000|24251069168|28275100|88236910|9172000|61674162|13887700|317653000|33857360|0|431174600|983930832
30-APR-2026|AREA|EQUITY|2539601000|324|0|383774000|0|0|118950000|0|100|0|0|502724100|0|0|0|963000|6301400|0|11500|0|0|7275900
30-APR-2026|ARGO|EQUITY|3174339029|1105|45000|659709914|0|0|2879450|0|70100|0|0|662704464|0|280|0|5444400|12150|0|5720|0|0|5462550
30-APR-2026|ARII|EQUITY|3750000000|282|117981800|1849661900|0|0|527972400|148553900|0|35300|0|2644205300|0|319208600|0|218361800|2149300|0|23500|0|78690500|618433700
30-APR-2026|ARKA|EQUITY|2000000000|31|0|1092814300|0|0|904735900|0|0|0|0|1997550200|0|0|0|100|36000|0|1163700|0|0|1199800
30-APR-2026|ARKO|EQUITY|2928495000|9650|0|2563072418|0|0|304752550|442800|50000|0|0|2868317768|0|31962832|0|24769400|348200|0|1166800|0|1930000|60177232
30-APR-2026|ARMY|EQUITY|9006250000|50|1238919479|3019848791|8227180|268846429|1800844792|1073934402|321376033|2541380|526952595|8261491081|0|488927400|0|31551200|1329019|2532000|4800|0|0|524344419
30-APR-2026|ARNA|EQUITY|7341430976|494|242734597|1422418176|2588400|0|3610583841|53677700|109478|0|0|5332112192|0|10978305|124407100|627485578|25226928|1066480076|44885297|0|109855500|2009318784
30-APR-2026|ARTA|EQUITY|446674175|2600|0|51876900|0|0|368075525|0|0|0|0|419952425|0|20000000|0|5550|499600|0|6216600|0|0|26721750
30-APR-2026|ARTI|EQUITY|7840000000|2|423655974|2650331886|739500000|0|3821089750|156169300|1175890|20000|23750000|7815692800|0|0|0|100|14591400|0|8340700|0|0|22932200
30-APR-2026|ARTO|EQUITY|13861330900|1305|49872444|7086834192|16290993|0|1198464714|62917346|2135948|7091965|55415|8423663017|3767000|1377306921|132492783|1996454680|4604400|245029620|60173715|19809638|1359466626|5199105383
30-APR-2026|ASBI|EQUITY|348386472|420|13410592|315702029|22|0|14645079|0|186|40|0|343757948|0|0|0|180640|571270|0|979988|0|0|1731898
30-APR-2026|ASDM|EQUITY|384000000|615|0|65409700|0|26400|33552220|4000000|0|0|0|102988320|0|313600|0|1026300|966900|0|4415400|0|0|6722200
30-APR-2026|ASGR|EQUITY|1348780500|1640|1552500|13621900|0|178000|239140248|8683800|128441|280400|0|263585289|115100|3247246|3576700|10941325|468900|5121800|5971700|294400|4279600|34016771
30-APR-2026|ASHA|EQUITY|5000000000|76|0|2606233600|0|0|2366643500|0|0|0|0|4972877100|0|0|0|22451800|2671100|0|2000000|0|0|27122900
30-APR-2026|ASIA|EQUITY|2275009490|0|250000|18089640|0|83334|1022520029|0|7509294|203|22620680|1071073180|0|334|0|1720002|7512840|0|24374843|0|1153364243|1186972262
30-APR-2026|ASII|EQUITY|40483553140|5975|2128441602|562666800|150535182|3310650|1045234794|688987954|4223342|49000600|22611530|4655012454|144351058|428115858|2141019096|1388588262|4440830|7145773228|112590827|255546000|1980108047|13600533206
30-APR-2026|ASJT|EQUITY|1400000000|189|28130800|18792346|1083520009|0|176747346|29727241|56358392|22|5702950|1398979106|0|0|0|818978|181216|0|20700|0|0|1020894
30-APR-2026|ASLC|EQUITY|12746354780|74|0|158279300|0|0|2254218222|0|694100|100|0|2413191722|0|39062563|0|29216200|317678800|0|1027500|0|54961300|441946363
30-APR-2026|ASLI|EQUITY|6250000000|370|0|4059219900|0|0|2177932200|0|65900|50000|0|6237268000|0|0|0|9249300|2932700|0|550000|0|0|12732000
30-APR-2026|ASMI|EQUITY|8958380460|19|2693479000|1889844900|0|0|4274857310|431000|41941450|0|6920800|8907474460|0|0|0|800|21361800|0|2437200|0|27106200|50906000
30-APR-2026|ASPI|EQUITY|683810725|376|0|358045000|0|0|321962025|0|0|0|0|680007025|0|1113000|0|311400|2204200|0|170100|0|0|3798700
30-APR-2026|ASPR|EQUITY|2712000000|290|0|5769900|0|0|453660100|0|1317500|100000|0|460847500|0|0|0|52019900|299132600|0|0|0|0|351152500
30-APR-2026|ASRI|EQUITY|19649411888|133|119011900|9607499560|66823000|0|3407133564|286114399|2609750313|1045000|250100|16097627836|0|36215114|11015000|293827222|6758100|122634833|65465250|0|33418533|569334052
30-APR-2026|ASRM|EQUITY|1277992036|286|63894|140101829|0|0|85615913|0|1216109|567|20447956|247446268|0|20374|0|61332|46600|0|9090674|0|0|9218980
30-APR-2026|ASSA|EQUITY|3691137517|805|15734600|1807283077|16640373|0|1236602744|44481391|1039622|2319729|100|3124101636|0|16083577|13124200|136649369|88034300|108523220|109027215|0|95594000|567035881
30-APR-2026|ATAP|EQUITY|1250000000|505|0|18764966|0|0|227795134|0|0|0|0|246560100|0|1298100|0|2091400|38400|0|12000|0|0|3439900
30-APR-2026|ATIC|EQUITY|2315361355|545|0|873735098|0|0|218798548|0|45|0|0|1092533691|0|863645841|169900|313300|236673623|0|25000|0|0|1100827664
30-APR-2026|ATLA|EQUITY|6199577693|53|0|5475600|0|0|6114747208|0|180|905|2000000|6122223893|0|0|0|51396500|19960900|0|5996400|0|0|77353800
30-APR-2026|ATPK|EQUITY|5760245414|0|334100|323695100|18900|0|250129894|0|12600|0|7733000|581923594|0|1509500|0|49622000|1161500|0|522312307|0|95936129|670541436
30-APR-2026|AUTO|EQUITY|4819733000|2570|76175800|59409787|4281775|0|233466112|52230460|22125639|3163500|75|450853148|0|244432828|18913192|77256462|217675|96752639|23403193|0|50875306|511851295
30-APR-2026|AVIA|EQUITY|61953555600|386|106895400|24668570900|38373700|0|887189572|237713603|7839960|11703900|1054800|25959341835|18320900|6187314463|368057869|819263728|121300|2905404079|43846905|0|547351321|10889680565
30-APR-2026|AWAN|EQUITY|3435000000|164|0|2638786715|0|0|348361185|0|0|0|0|2987147900|0|2710800|0|16019500|1938600|400000000|27183200|0|0|447852100
30-APR-2026|AXIO|EQUITY|5840126500|117|0|1143379800|0|0|544746200|0|0|0|0|1688126000|0|0|0|1334700|665800|0|0|0|0|2000500
30-APR-2026|AYAM|EQUITY|4000000000|340|0|82478400|0|0|3810354200|657000|0|303600|0|3893793200|0|200|0|40911500|302800|0|992300|0|0|42206800
30-APR-2026|AYLS|EQUITY|853423236|198|0|594998500|0|0|239798436|0|0|0|0|834796936|0|1778400|0|952700|3453500|0|12441700|0|0|18626300
30-APR-2026|BABP|EQUITY|44458997354|51|117046900|27983256876|5725000|76|5165655876|94490200|4627701|3911395|24|33374714048|0|10446672677|0|94334700|14201900|0|45920301|0|38489500|10639619078
30-APR-2026|BABY|EQUITY|2836573011|250|0|324600|0|0|119620800|0|0|0|0|119945400|0|2716524211|0|15200|88200|0|0|0|0|2716627611
30-APR-2026|BACA|EQUITY|19953024885|137|367100000|10840658311|0|12686999|1464066487|1822717713|188147087|695000|37500|14696109097|0|0|1408100|4805809389|203400|19795700|708790|0|229460160|5057385539
30-APR-2026|BAIK|EQUITY|1127497572|665|0|48300|0|0|216747372|0|0|0|0|216795672|0|2979300|0|6340900|15900|0|1365800|0|0|10701900
30-APR-2026|BAJA|EQUITY|1800000000|159|0|88000000|0|0|310944900|0|0|0|0|398944900|0|0|0|1027400|21200|0|6500|0|0|1055100
30-APR-2026|BALI|EQUITY|3934592500|1270|38033102|2491512721|0|0|250491427|170659300|113945450|0|0|3064642000|0|191049900|0|135667200|1163400|0|0|0|100000000|427880500
30-APR-2026|BANK|EQUITY|14939731085|580|1887072500|9300631535|653300|0|251718616|829615000|168125894|300|0|12437817145|6578900|958196520|71810437|247719432|74325|115917400|3113026|0|149356389|1552766429
30-APR-2026|BAPA|EQUITY|661784520|238|0|341316500|0|0|243085503|0|63885617|0|0|648287620|0|1032500|0|4295200|6426900|0|1737300|0|0|13491900
30-APR-2026|BAPI|EQUITY|5591980103|29|38067999|971556620|70994|51957995|2124207844|116102322|11848613|1068929|102500|3314983816|0|0|0|40100|19336537|0|6944300|0|0|26320937
30-APR-2026|BATA|EQUITY|1300000000|64|0|641600|0|50000|159230870|0|0|0|0|159922470|0|0|0|55813800|1677700|0|3096500|0|0|60588000
30-APR-2026|BATR|EQUITY|3025037353|94|0|354728700|0|0|2669031453|0|0|0|0|3023760153|0|0|0|1126800|149500|0|900|0|0|1277200
30-APR-2026|BAUT|EQUITY|4800182969|34|0|754405200|0|0|1443225429|0|40|41000|58000|2197729669|0|2600000000|0|900|2452400|0|0|0|0|2602453300
30-APR-2026|BAYU|EQUITY|353220780|1365|607283|124943497|0|27384|30969125|21343300|11081|0|0|177901670|0|30609043|0|126547140|667841|0|772000|0|8901261|167497285
30-APR-2026|BBCA|EQUITY|123275050000|5850|2134470535|550143385|314025400|405221200|10455503422|1049437276|110571102|66616060|12124700|15098113080|632689751|1567455984|5317229610|2308042861|323107480|18975081971|425273036|263514105|7543183242|37355578040
30-APR-2026|BBHI|EQUITY|21730256442|1280|3181|17649874004|0|120373600|1056292943|1457972|21278623|410|4813200|18854093933|0|2346460293|234000|201047502|3674180|4047400|1359830|0|102036739|2658859944
30-APR-2026|BBKP|EQUITY|187887539870|61|56522800|3039792676|18028342|17583720|23008618909|59751100|172633689|3101654|864542935|27240575825|0|31905551821|66|384114741|206543000|213088805|150614421|0|892830848|33752743702
30-APR-2026|BBLD|EQUITY|1645796054|665|44660885|1239303140|0|1283|28403723|1125300|33489|0|0|1313527820|0|4811595|0|251771097|70638214|0|193004|0|3530300|330944210
30-APR-2026|BBMD|EQUITY|4090090000|1990|0|200|0|60965400|194736300|0|0|0|0|255701900|0|0|0|200|63249300|0|111048600|0|0|174298100
30-APR-2026|BBNI|EQUITY|37297312916|3720|2500419125|144316098|146530002|22390000|2981020965|872519188|60594610|54572742|3119796|6785482526|157266686|238326835|1441899971|611261041|3836432|4036048330|77935321|5016800|1555327838|8126919254
30-APR-2026|BBRI|EQUITY|151559001604|2990|4574871151|710555340|571293634|919481114|14453018550|1968911798|80174793|360562371|5504979823|29143848574|1073743801|1573211074|8189377050|3657992546|32784894|19869439189|433937739|95793662|6869035143|41795315098
30-APR-2026|BBRM|EQUITY|8479490328|149|0|6637808784|0|0|348641361|0|258640|66|0|6986708851|0|1114168300|0|297315785|9481331|0|68654332|0|3160600|1492780348
30-APR-2026|BBSI|EQUITY|3674723301|4700|0|3273333315|0|0|208439728|0|146|2|0|3481773191|0|0|0|168158486|200|0|12431|0|0|168171117
30-APR-2026|BBSS|EQUITY|4800016020|162|0|796862800|0|0|500926120|0|0|0|0|1297788920|0|0|0|2212100|10000|0|5000|0|0|2227100
30-APR-2026|BBTN|EQUITY|14034444413|1355|1473616492|112158744|138670523|9472289|1170021571|825312097|88019502|20707895|1277500|3839256613|23114862|69110662|240267480|230664752|2680072|822011036|61572661|57890431|267108496|1774420452
30-APR-2026|BBYB|EQUITY|13350482346|306|39715017|6623126625|539768|0|2919809816|444038692|109569386|3285003|5737008|10145821315|0|1791860844|65432591|168040413|454694297|324797195|213716105|0|23873176|3042414621
30-APR-2026|BCAP|EQUITY|42618850927|52|0|22635815120|49201800|0|5674577976|36800600|113015606|0|19607900|28529019002|0|5984272124|0|124583900|28868200|314200|2792817220|0|5158976281|14089831925
30-APR-2026|BCIC|EQUITY|18109922009|128|0|278287450|0|7192|231378822|205|1716584|99|39|511390391|0|5719946791|0|14636894|30093|0|45400|0|20212|5734679390
30-APR-2026|BCIP|EQUITY|1429915525|66|18000000|656572520|44057000|0|577194605|91277309|31812401|0|90|1418913925|0|0|0|1167500|7434000|0|2400100|0|0|11001600
30-APR-2026|BDKR|EQUITY|4725101522|169|0|1387013200|0|0|3289974622|0|0|0|0|4676987822|0|62300|0|42580600|567100|0|3064500|0|1839200|48113700
30-APR-2026|BDMN|EQUITY|9773552870|4240|11488941|194435912|4772810|717|332115767|14623488|6671784|1128771|103700|565341890|0|1152478|9668614|9153507409|1339406|13539276|13948701|0|11608798|9204764682
30-APR-2026|BEBS|EQUITY|45000000000|5|0|19726560290|0|0|21343748210|0|480|2500|0|41070311480|0|795018235|0|2530697940|2535500|425000|581135645|0|19876200|3929688520
30-APR-2026|BEEF|EQUITY|8120249598|204|795000|195755792|5129470|322027459|1772101162|0|332|130|0|2295809345|0|5732270883|0|81981362|1009069|0|4005166|0|0|5819266480
30-APR-2026|BEER|EQUITY|4000000000|134|0|3427306525|5000000|0|138365200|402075800|0|14620075|10000000|3997367600|0|0|0|2490500|141800|0|100|0|0|2632400
30-APR-2026|BEKS|EQUITY|51870438266|27|180090|521631186|1429400|27553570|16293796647|106985155|289653816|61002|2555718|17243846584|0|1720153|0|298519884|34580770|0|2015209|0|5|336836021
30-APR-2026|BELI|EQUITY|137218985689|372|0|35853219716|561400|0|2044553527|58901700|45740530|0|0|38002976873|0|1581|925821|29368286|6032746|16656477|5656400|0|2169105|60810416
30-APR-2026|BELL|EQUITY|7250000000|147|0|6594573300|0|0|604862800|0|0|0|0|7199436100|0|0|0|44254000|64200|0|6245700|0|0|50563900
30-APR-2026|BESS|EQUITY|3440455528|1130|0|503209233|0|0|237220095|0|0|0|0|740429328|0|0|0|25700|500|0|0|0|0|26200
30-APR-2026|BEST|EQUITY|9647311150|110|134637500|5198271400|2520000|0|2691266711|224674800|227103242|2000|0|8478475653|0|964896102|0|166732309|13494200|0|16712886|0|0|1161835497
30-APR-2026|BFIN|EQUITY|15039383620|800|358699200|538151480|67051500|176360|2256687748|170739057|14173284|9483400|96906780|3512068809|5728000|915669907|228252434|934651667|4485460|1450153544|113014306|0|7858568333|11510523651
30-APR-2026|BGTG|EQUITY|23970997103|121|8662300|4974944775|0|0|2540062520|8600200|130|1575837|0|7533845762|0|6083577450|0|52383400|1038800|44533200|1820937491|0|1447000|8003917341
30-APR-2026|BHAT|EQUITY|5000000000|1400|346920000|2969617175|0|0|412800|457620600|55470000|0|0|3830040575|0|960125625|0|2566600|25400|593600|112200|0|206536000|1169959425
30-APR-2026|BHIT|EQUITY|86068156705|33|5095000|7272599801|29443900|1000|21103737209|175431160|337867627|2090|46800|28924224587|0|38278707104|0|3053024817|49444840|103399600|1932986279|0|13726359478|57143922118
30-APR-2026|BIKA|EQUITY|592280000|55|0|0|0|0|592179100|0|0|0|0|592179100|0|700|0|100|0|0|100|0|0|900
30-APR-2026|BIKE|EQUITY|1293916404|510|0|1063111584|0|0|223266820|0|100|50000|0|1286428504|0|0|0|6357900|25900|0|1104100|0|0|7487900
30-APR-2026|BIMA|EQUITY|608175716|82|570000|21193900|0|0|44850880|0|19820200|0|0|86434980|0|0|0|100|37000|0|0|0|0|37100
30-APR-2026|BINA|EQUITY|6134716665|4450|1869069985|2192394021|38878600|0|26092489|98577000|5339591|70|0|4230351756|0|208737600|0|44142|1000|599456550|1034418550|0|359900|1843017742
30-APR-2026|BINO|EQUITY|2275316111|122|0|174022700|0|0|147660361|0|150|0|0|321683211|0|1949465800|0|1615000|2552100|0|0|0|0|1953632900
30-APR-2026|BIPI|EQUITY|63710196917|240|2653688308|29068803125|16927800|0|11340257849|807557300|2070423600|0|1000006|45958657988|0|2512369818|0|1715154800|26156300|93379400|8141509775|0|5262968836|17751538929
30-APR-2026|BIPP|EQUITY|5028669376|90|0|901354700|21000300|1604280|838869433|9410000|656643|500|0|1772895856|0|3098530395|0|4629300|129177400|0|436500|0|0|3232773595
30-APR-2026|BIRD|EQUITY|2502100000|1545|23361000|509724591|5343000|0|746939686|20789800|185344|0|3018|1306346439|0|79666253|6167646|30437376|361400|51040123|14917520|0|23143243|205733561
30-APR-2026|BISI|EQUITY|3000000000|750|0|42365700|0|0|101971438|8640400|133840|0|0|153111378|20500|178118722|582900|813251593|34291041|85011333|46607400|453197|64239436|1222576122
30-APR-2026|BJBR|EQUITY|10521443686|870|966288100|25543870|11116355|5528300|1268441517|33757902|48565979|2175760|250049|2361667832|0|14028786|29925454|35711764|216500|98011098|12985715|0|20303206|211182523
30-APR-2026|BJTM|EQUITY|15015498082|580|457244400|64012787|14880100|23000|2035607207|33914652|100007483|3635300|0|2709324929|0|9598931|67214550|100940844|877200|94133800|23671094|6975500|68613252|372025171
30-APR-2026|BKDP|EQUITY|7513992252|75|72579|2606082799|0|0|1641132059|22305526|90181|47|0|4269683191|0|0|0|100|44308861|0|100|0|0|44309061
30-APR-2026|BKSL|EQUITY|167708902705|106|218935900|27751305437|85690000|30|23368412735|2600578300|8613960951|53068100|68900|62692020353|0|2055327588|480700|813639485|180635900|286936604|976201383|0|2165455338|6478676998
30-APR-2026|BKSW|EQUITY|35158048365|60|0|82433542|0|0|1129590287|289396400|22687|0|100|1501443016|0|0|0|32229618289|367394|0|1074782454|0|0|33304768137
30-APR-2026|BLES|EQUITY|8890206400|163|0|972842600|0|0|466867900|4267500|0|0|0|1443978000|0|0|0|1177200|51200|0|0|0|0|1228400
30-APR-2026|BLOG|EQUITY|3379487200|394|1779700|2956756300|6362100|0|409018900|4203800|0|0|0|3378120800|0|200000|0|145700|670700|0|350000|0|0|1366400
30-APR-2026|BLTA|EQUITY|25181143017|42|28973112|4967172293|88513072|470678|5616119054|657967832|162048796|2928816|9635400|11533829053|0|2259484815|142333865|1673381791|31778998|30535909|110724082|0|1143770773|5392010233
30-APR-2026|BLTZ|EQUITY|873937142|2700|0|53400|0|0|2006650|0|4100|0|0|2064150|0|0|0|76204300|21800|0|0|0|795283292|871509392
30-APR-2026|BLUE|EQUITY|418000000|3360|0|121490825|0|0|25551175|0|17799500|0|0|164841500|0|633800|0|740000|1784700|0|0|0|0|3158500
30-APR-2026|BMAS|EQUITY|18102662304|500|0|1973190292|0|0|20789984|0|10|0|0|1993980286|0|15574208968|0|534427450|33600|0|12000|0|0|16108682018
30-APR-2026|BMBL|EQUITY|1030080995|39|0|270592800|0|0|626615295|0|30500|0|0|897238595|0|0|0|100|342300|0|0|0|0|342400
30-APR-2026|BMHS|EQUITY|8603416176|185|56572500|5048812600|9867800|0|2133761900|47952300|650000|2079100|0|7299696200|0|1259515476|0|9956300|3414400|0|833800|0|0|1273719976
30-APR-2026|BMRI|EQUITY|93333333332|4390|2801933710|381223531|291763128|143270960|5111888247|1511071888|220210544|92067132|7481353366|18034782506|919875386|1140551206|4899075264|2161505744|10660808|12521041197|462834132|47273913|4602399842|26765217492
